GeneMasterName,GeneFullName,ClinVarGene ID,Location,Chromosome,ChromosomeArm,NumExons,NumBases,NumAminoAcids,GeneType,Mechanism,Pathway,PathwayGraphic,VariantLevelRisk,GraphicGene,GraphicProtein,GeneInteraction,urlGenecards,urlGenereviews,urlOMIM,RefSeqID1,RefSeqID2,Childhood,RecessiveConditionAlso,Preimplant_PrenatalDx,In_Ask2meWebsite,MedNeon,In_Invitae84,Ambry,Myriad_MyRisk,Geisinger,ACMG,ACMG_3_Dec2021,Helix,Completed,Inheritance,Check,DiseaseTypeMaster,SPANISH_GeneType,CHINESE_GeneType,SPANISH_Mechanism,CHINESE_Mechanism,PreImplantationTesting,NCCN_GuidelinesDec2021,Notes
XK,Membrane transport protein XK,,,,,,"46445,  46,372",444,May be involved in sodium-dependent transport of neutral amino acids or oligopeptides.,XK (X-Linked Kx Blood Group) is a Protein Coding gene. Diseases associated with XK include Mcleod Syndrome and Choreoacanthocytosis. Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors. Gene Ontology (GO) annotations rela,"Signaling by GPCR,  Class A/1 (Rhodopsin-like receptors)",,,,,,,,,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
XPA,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP A; XPA",,9q22.33,22,,,819,264,DNA binding,Xeroderma pigmentosum is a genetically heterogeneous autosomal recessive disorder characterized by increased sensitivity to sunlight with the development of carcinomas at an early age. Some patients develop neurologic symptoms or a more severe clinical ph,Transcription_P53 signaling pathway,,Pathogenic: Xeroderma pigmentosum group A,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPA,,https://omim.org/entry/611153?search=xpa&highlight=xpa,P23025-XPA_HUMAN,http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=protein&cmd=Search&doptcmdl=GenPept&term=XP_006717341.1,,1,,,,,,,,,,,,Mono,,Cancer,,,,,,,
XPC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
RNF43,Ring Finger Protein 43,54894,17q23,17,,11,66395,783,,"The protein encoded by this gene is a RING-type E3 ubiquitin ligase and is predicted to contain a transmembrane domain, a protease-associated domain, an ectodomain, and a cytoplasmic RING domain. This protein is thought to negatively regulate Wnt signaling, and expression of this gene results in an increase in ubiquitination of frizzled receptors, an alteration in their subcellular distribution, resulting in reduced surface levels of these receptors. Mutations in this gene have been reported in multiple tumor cells, including colorectal and endometrial cancers. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Mar 2015]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF43&keywords=Rnf43#summaries,,https://omim.org/entry/612482?search=rnf43&highlight=rnf43#geneStructure,,,,,,,,,,1,,,,,,Mono,,Cancer,,,,,,9,
ABRAXAS1,Coiled-Coil Domain-Containing protein 98;,84142,4q21.23 ,4,Q,,"63832, 62410",409,protein coding,"This gene encodes a protein that binds to the C-terminal repeats of breast cancer 1 (BRCA1) through a phospho-SXXF motif. The encoded protein recruits ubiquitin interaction motif containing 1 protein to BRCA1 protein and is required for DNA damage resistance, DNA repair, and cell cycle checkpoint control. Pseudogenes of this gene are found on chromosomes 3 and 8. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]","DNA Double-Strand Break Repair, DNA Double Strand Break Response, Cell Cycle Checkpoints, Metabolism of proteins, Resolution of D-loop Structures through Holliday Junction Intermediates",,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABRAXAS1&keywords=ABRAXAS1#aliases_descriptions,,https://omim.org/entry/611143?search=ABRAXAS1&highlight=abraxas1#geneFunction,,,,,,,,,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
EGLN1,Egl-9 Family Hypoxia Inducible Factor 1,54583,7p11.2,7,P,5,58582,426,protein coding,"The protein encoded by this gene catalyzes the post-translational formation of 4-hydroxyproline in hypoxia-inducible factor (HIF) alpha proteins. HIF is a transcriptional complex that plays a central role in mammalian oxygen homeostasis. This protein functions as a cellular oxygen sensor, and under normal oxygen concentration, modification by prolyl hydroxylation is a key regulatory event that targets HIF subunits for proteasomal destruction via the von Hippel-Lindau ubiquitylation complex. Mutations in this gene are associated with erythrocytosis familial type 3 (ECYT3). [provided by RefSeq, Nov 2009]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGLN1&keywords=egln1#summaries,,https://omim.org/entry/606425?search=egln1&highlight=egln1#geneStructure,,,,,,,,,1,,,,,,1,Mono,UpdateWebsite,Cancer,,,,,,,
KIF1B,Kinesin Family Member 1B,23095,1p36.22,1,P,46,171034,1816,protein coding,"This gene encodes a motor protein that transports mitochondria and synaptic vesicle precursors. Mutations in this gene cause Charcot-Marie-Tooth disease, type 2A1. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF1B&keywords=kif1b#summaries,,https://omim.org/entry/605995?search=kif1b&highlight=kif1b#geneStructure,,,,,,,,,1,,,,,,,Mono,,Cancer,,,,,,,
LZTR1,Leucine Zipper Like Transcription Regulator 1,8216,22q11.21,22,Q,,16764,840,protein coding,"This gene encodes a member of the BTB-kelch superfamily. Initially described as a putative transcriptional regulator based on weak homology to members of the basic leucine zipper-like family, the encoded protein subsequently has been shown to localize exclusively to the Golgi network where it may help stabilize the Gogli complex. Deletion of this gene may be associated with DiGeorge syndrome. [provided by RefSeq, Jul 2008]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1&keywords=lztr1#summaries,,https://omim.org/entry/600574?search=lztr1&highlight=lztr1,,,,,,,,,1,,,,,,,Mono,,Cancer,,,,,,,
PALLD,Partner and Localizer of BRCA2,79728,16p12.2,16,P,14,38198,1186,tumor suppressor,"The protein product of PALB2 is the partner and localizer of BRCA2, facilitating its accumulation in the nucleus. As such, PALB2 is involved with cell growth and division, along with DNA damage repair.",,,,,,,#http://www.genecards.org/cgi-bin/carddisp.pl?gene=PALB2#,#https://www.ncbi.nlm.nih.gov/gene/79728#,#http://www.omim.org/entry/610355#,NM_024675,,,,,,,,1,,,,,,,Mono,,Cancer,supresor tumoral,肿瘤抑制,"El producto proteico de PALB2 es el socio y el localizador de BRCA2, lo que facilita su acumulación en el núcleo. Como tal, PALB2 está involucrado en el crecimiento y la división celular, junto con la reparación del daño del ADN.",PALB2的蛋白质产物是BRCA2的配体和定位剂，促进BRCA2在细胞核中的积累。因此，PALB2参与细胞生长和分裂，以及DNA的损伤修复。,,,
ERCC1,"ERCC Excision Repair 1, Endonuclease Non-Catalytic Subunit",2067,4q13.32,19,,10,71445,297,protein coding,"The product of this gene functions in the nucleotide excision repair pathway, and is required for the repair of DNA lesions such as those induced by UV light or formed by electrophilic compounds including cisplatin. The encoded protein forms a heterodimer with the XPF endonuclease (also known as ERCC4), and the heterodimeric endonuclease catalyzes the 5' incision in the process of excising the DNA lesion. The heterodimeric endonuclease is also involved in recombinational DNA repair and in the repair of inter-strand crosslinks. Mutations in this gene result in cerebrooculofacioskeletal syndrome, and polymorphisms that alter expression of this gene may play a role in carcinogenesis. Multiple transcript variants encoding different isoforms have been found for this gene. The last exon of this gene overlaps with the CD3e molecule, epsilon associated protein gene on the opposite strand. [provided by RefSeq, Oct 2009]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC1&keywords=ercc1#summaries,,https://omim.org/entry/126380?search=ercc1&highlight=ercc1#geneStructure,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
FAN1,FANCD2 And FANCI Associated Nuclease 1,22909,15q13.3,15,,,52550,1017,protein coding,"This gene plays a role in DNA interstrand cross-link repair and encodes a protein with 5' flap endonuclease and 5'-3' exonuclease activity. Mutations in this gene cause karyomegalic interstitial nephritis. Alternatively spliced transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Feb 2016]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAN1&keywords=fan1#summaries,,https://omim.org/entry/613534?search=fan1&highlight=fan1,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
POLH,"DNA Polymerase Epsilon, Catalytic Subunit",5429,,43,,11,44377,713,,"This gene encodes a member of the Y family of specialized DNA polymerases. It copies undamaged DNA with a lower fidelity than other DNA-directed polymerases. However, it accurately replicates UV-damaged DNA; when thymine dimers are present, this polymerase inserts the complementary nucleotides in the newly synthesized DNA, thereby bypassing the lesion and suppressing the mutagenic effect of UV-induced DNA damage. This polymerase is thought to be involved in hypermutation during immunoglobulin class switch recombination. Mutations in this gene result in XPV, a variant type of xeroderma pigmentosum. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2014]",,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH&keywords=polH#summaries,,https://omim.org/entry/603968?search=polh&highlight=polh,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
SLC45A2,Solute Carrier Family 45 Member 2,51151,5p13.2,5,,,"40,071",530,,Melanocyte differentiation antigen. May transport substances required for melanin biosynthesis (By similarity).,,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A2,,https://omim.org/entry/606202,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
TINF2,TERF1 Interacting Nuclear Factor 2,26277,14q12,14,,,3035,451,,Component of the shelterin complex (telosome) that is involved in the regulation of telomere length and protection. Shelterin associates with arrays of double-stranded TTAGGG repeats added by telomerase and protects chromosome ends; without its protective,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
WRAP53,WD Repeat Containing Antisense To TP53,,17:07,17,,,"17,432,  17,432",548,encodes an essential component of the telomerase holoenzyme complex,"RNA chaperone that plays a key role in telomere maintenance and RNA localization to Cajal bodies (PubMed:29804836, PubMed:29695869). Specifically recognizes and binds the Cajal body box (CAB box) present in both small Cajal body RNAs (scaRNAs) and telomer",,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
TYR,Tyrosinase,7299,1q14.3,1,Q,,"118,195, 118,308",529,oxidase,This is a copper-containing oxidase that functions in the formation of pigments such as melanins and other polyphenolic compounds. Catalyzes the initial and rate limiting step in the cascade of reactions leading to melanin production from tyrosine. In add,,,,,,,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYR&keywords=TYR#function,,https://omim.org/entry/606933,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
ATRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
CAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
CDK12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
CTFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mono,,Cancer,,,,,,,
DMC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
EHBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
ELAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
EME1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cancer,,,,,,,
BRCA1-Biallelic,Breast Cancer 1 Early Onset Protein,672,17q21.31,17,Q,24,125951,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
BRCA2-Biallelic,Breast Cancer 2 Early Onset Protein,675,13q13.1,13,Q,27,85405,3418,tumor suppressor,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
BRIP1-Biallelic,BRCA1 Interacting Protein C-Terminal Helicase 1,83990,17q23.2,17,Q,25,184752,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
BUB1B-Biallelic,BRCA1 Interacting Protein C-Terminal Helicase 1,83990,17q23.2,17,Q,25,184752,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
CASR-Biallelic,Calcium Sensing Receptor,846,3q13.33-21.1,3,Q,,107962,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
CDKN1B-Biallelic,Calcium Sensing Receptor,846,3q13.33-21.1,3,Q,,107962,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,"Deficiency of the cyclin-dependent kinase inhibitor, CDKN1B, results in overgrowth and neurodevelopmental delay",,,,,,,,
CEP57-Biallelic,Centrosomal Protein 57,,11q21,11,,,4279,500,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,Follow-up of two adult brothers with homozygous CEP57 pathogenic variants expands the phenotype of Mosaic Variegated Aneuploidy Syndrome
CFTR-Biallelic,CF Transmembrane Conductance Regulator,1080,7q31.2,7,Q,24,42852,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
CTC1-Biallelic,CST Telomere Replication Complex Component 1,80169,11p13.1,17,,,23265,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,Coats Plus Syndrome
DDB2-Biallelic,Damage Specific DNA Binding Protein 2,1643,11p11.2,11,,,24754,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,xeroderma pigmentosum complementation group E
DIS3L2-Biallelic,DIS3 Like 3'-5' Exoribonuclease 2,129563,2q37.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
EPCAM-Biallelic,Epithelial Cell Adhesion Molecule,4072,2p21,2,p,9,42444,314,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
ERCC2-Biallelic,"ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit",2068,19q13.32,19,,23,21082,760,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
ERCC3-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
ERCC4-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
ERCC5-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCA-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCC-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCD2-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCE-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCF-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCG-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCL-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FANCM-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
FH-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
GPC3-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
LDLRAP1-Biallelic,Low Density Lipoprotein Receptor Adaptor Protein 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
LMNA-Biallelic,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Biallelic,,,,,,,,,
MRE11-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,1,1,
MSH3-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
NBN-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
NHP2-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
NOP10-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
NTHL1-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
PALB2-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
POLE-Biallelic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
RAD50-Biallelic,RAD50 Double Strand Break Repair Protein,10111,5q31.1,5,Q,25,90326,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
RAD51-Biallelic,RAD51 Paralog B,5890,14q24.1,14,,,910440,384,,,,,,,,,,,,,,,,,,,,,,,,,,,Biallelic,,,,,,,,,
